,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2018-07-18,52.82836151123047,58.885398864746094,25.278127670288086,68.40422058105469,69.03927612304688,46.277286529541016,44.8709831237793,80.51078796386719,107.48107147216797
2018-07-19,53.01858139038086,58.90107345581055,24.89800262451172,68.37670135498047,68.79269409179688,46.30373764038086,45.28374099731445,80.05953216552734,107.23355102539062
2018-07-20,52.80119323730469,58.697288513183594,24.94325828552246,68.30329895019531,68.8116226196289,46.58575439453125,44.965572357177734,79.90294647216797,106.75759887695312
2018-07-23,52.511322021484375,58.43862533569336,25.287174224853516,67.88121032714844,69.16258239746094,46.294918060302734,44.64739227294922,80.06874084472656,106.64336395263672
2018-07-24,53.190696716308594,59.17539596557617,25.359580993652344,68.16565704345703,69.5419692993164,46.38304901123047,44.80219268798828,80.7962875366211,106.32923889160156
2018-07-25,53.607383728027344,59.6691780090332,25.413881301879883,69.20250701904297,70.41458129882812,46.735565185546875,44.93117904663086,81.82777404785156,107.10981750488281
2018-07-26,53.915367126464844,60.31970977783203,25.404830932617188,69.73468017578125,69.33329772949219,46.982337951660156,45.41273498535156,81.5975341796875,106.54818725585938
2018-07-27,53.7160758972168,60.061073303222656,25.459136962890625,69.7438735961914,68.14772033691406,47.044029235839844,45.26655578613281,81.00811004638672,106.2721176147461
2018-07-30,53.616432189941406,60.55484390258789,25.477237701416016,69.05567169189453,67.08541870117188,46.991153717041016,44.991371154785156,81.05416870117188,105.42491912841797
2018-07-31,54.105594635009766,60.445125579833984,25.296222686767578,70.57884979248047,67.26564025878906,47.211483001708984,45.395530700683594,81.90144348144531,105.91990661621094
2018-08-01,53.553035736083984,59.606468200683594,25.296222686767578,69.62457275390625,67.87266540527344,46.81489181518555,45.10315704345703,81.91986846923828,105.39636993408203
2018-08-02,53.19975662231445,59.27729415893555,25.305280685424805,69.53282928466797,68.72631072998047,47.290794372558594,45.32673645019531,82.22377014160156,106.11981964111328
2018-08-03,53.707027435302734,58.97160339355469,25.45008659362793,69.59703826904297,68.97288513183594,47.84601593017578,45.8340950012207,82.71190643310547,106.4815444946289
2018-08-06,53.68891143798828,59.191070556640625,25.585845947265625,69.6979751586914,69.3427963256836,47.89008331298828,45.86849594116211,82.85926818847656,107.19550323486328
2018-08-07,53.87007141113281,59.62998962402344,25.7034969329834,70.1934814453125,69.6083755493164,47.59925079345703,45.799705505371094,82.86846160888672,107.69049072265625
2018-08-08,53.64361572265625,59.19890213012695,25.766849517822266,69.88150024414062,69.79805755615234,47.237918853759766,45.55892562866211,82.99739837646484,107.80471801757812
2018-08-09,53.93347930908203,58.65026092529297,25.612991333007812,69.49613189697266,69.8265151977539,47.0969123840332,45.76530456542969,82.90528106689453,108.20452117919922
2018-08-10,53.15446472167969,59.01080322265625,25.314327239990234,68.88135528564453,69.26692199707031,46.9206428527832,45.56752395629883,82.54612731933594,107.3001937866211
2018-08-13,52.62002182006836,58.25837707519531,25.06995964050293,68.55101776123047,69.17207336425781,46.9206428527832,45.627716064453125,82.57373809814453,106.75759887695312
2018-08-14,53.06388473510742,58.39944076538086,25.305280685424805,69.0281753540039,69.59888458251953,47.24673080444336,45.72231674194336,82.96055603027344,107.7951889038086
2018-08-15,52.2214469909668,56.36164093017578,25.10616111755371,68.69784545898438,68.97288513183594,47.44062423706055,46.1436767578125,82.8224105834961,106.4815444946289
2018-08-16,52.53849411010742,56.76919174194336,25.441030502319336,69.56952667236328,69.27639770507812,48.11922073364258,46.6424446105957,83.63285064697266,107.0051040649414
2018-08-17,52.92799758911133,56.91026306152344,25.495332717895508,69.99160766601562,69.38072204589844,48.48936462402344,46.883209228515625,83.89073181152344,107.1003189086914
2018-08-20,53.29939651489258,57.2943115234375,25.576793670654297,70.4595718383789,69.27639770507812,48.46293640136719,46.719818115234375,84.16700744628906,107.86183166503906
